"Method","samp1","samp2","HeS","HoS","DL","HD","DR"
"CbMPDiCbraya","L1_H1","L10_V3",0.00518146156544698,0.119443213310676,0.759162214751158,0.0311463464622651,0.0850667639104542
"CbMPDiCbraya","L1_H1","L10_V4",0.00490213660482222,0.31408778203797,0.470313839607658,0.0340111902289577,0.176685051520592
"CbMPDiCbraya","L1_H1","L10_V5",0.0138818051020496,0.241856191469015,0.539056008822186,0.0402852348993289,0.16492075970742
"CbMPDiCbraya","L1_H1","L11_H0",0.00225866779510832,0.22793567243573,0.623701467305486,0.0237608631442626,0.122343329319413
"CbMPDiCbraya","L1_H1","L11_H1",0.0146395881006865,0.258561394505084,0.493582125123005,0.0425859959128232,0.190630896358401
"CbMPDiCbraya","L1_H1","L11_H2",0.0841458011717827,0.153219088929312,0.597882894516391,0.0240374895136344,0.140714725868879
"CbMPDiCbraya","L1_H1","L11_H3",0.00291322513701254,0.175034945787537,0.636708378055162,0.0307281169484054,0.154615334071883
"CbMPDiCbraya","L1_H1","L11_H4",0.0561261571112407,0.451368036305711,0.237068258711387,0.0227923814284782,0.232645166443183
"CbMPDiCbraya","L1_H1","L11_H5",0.0858361639208181,0.236334719111313,0.453980371491004,0.0303286574352416,0.193520088041623
"CbMPDiCbraya","L1_H1","L11_V1",0.0359507958398731,0.127442004209357,0.674879027367556,0.0664068560984851,0.095321316484729
"CbMPDiCbraya","L1_H1","L11_V2",0.0298642826370608,0.226708435831201,0.521817504744676,0.022309982482751,0.199299794304312
"CbMPDiCbraya","L1_H1","L11_V3",0.0136237147857554,0.119725243207197,0.663104921131249,0.0634018121995777,0.140144308676221
"CbMPDiCbraya","L1_H1","L11_V4",0.0888087971558423,0.151684604555279,0.591150874037662,0.0463810342821747,0.121974689969042
"CbMPDiCbraya","L1_H1","L11_V5",0.00147331873875952,0.192302582642333,0.636094235049291,0.0368620494564107,0.133267814113206
"CbMPDiCbraya","L1_H1","L12_H0",0.0151107972786284,0.137322471600723,0.631709332557395,0.0370070407558773,0.178850357807377
"CbMPDiCbraya","L1_H1","L12_H1",0.0284785849272777,0.18418782754602,0.597170520581039,0.0149110528533308,0.175252014092333
"CbMPDiCbraya","L1_H1","L12_H2",0.00616273385808474,0.138198768121527,0.483818940233119,0.0208507232461609,0.350968834541108
"CbMPDiCbraya","L1_H1","L12_H3",0.00940883874085692,0.216736077454319,0.539856346687902,0.0360148567580805,0.197983880358842
"CbMPDiCbraya","L1_H1","L12_H4",0.0279763770481806,0.189102498174332,0.560407632223521,0.0363413305437413,0.186172162010226
"CbMPDiCbraya","L1_H1","L12_H5",0.0125477508314494,0.0852102871145022,0.658286257004181,0.0550888412847397,0.188866863765127
"CbMPDiCbraya","L1_H1","L12_V1",0.00351416686810395,0.0893759509448194,0.683895367145628,0.0515121822804533,0.171702332760995
"CbMPDiCbraya","L1_H1","L12_V2",0.00882104411787793,0.162235545426331,0.39218308804616,0.0395296678328223,0.397230654576809
"CbMPDiCbraya","L1_H1","L12_V3",0.0208296635546944,0.140525118848066,0.499113227717575,0.0198666435418793,0.319665346337785
"CbMPDiCbraya","L1_H1","L12_V4",0.00131805486309735,0.351453627471627,0.407421121649073,0.0585103700556477,0.181296825960555
"CbMPDiCbraya","L1_H1","L12_V5",0.00203783199848441,0.073143768817783,0.62512669475036,0.0890452967184291,0.210646407714943
"CbMPDiCbraya","L1_H1","L2_H0",0.226494253222851,0.0462377892876565,0.494459105211895,0.0149363020170797,0.217872550260518
"CbMPDiCbraya","L1_H1","L2_H1",0.147648279295219,0.192838329818066,0.450914903622003,0.0275077433625948,0.181090743902118
"CbMPDiCbraya","L1_H1","L2_H2",0.0138766795558677,0.0768962174484344,0.791261318856062,0.0117197361990163,0.10624604794062
"CbMPDiCbraya","L1_H1","L2_H3",0.0022128439036563,0.0603183203494958,0.78318246651366,0.0290763123625768,0.125210056870611
"CbMPDiCbraya","L1_H1","L2_H4",0.0287644866673351,0.332887953654685,0.398682828209427,0.0438991478262247,0.195765583642329
"CbMPDiCbraya","L1_H1","L2_H5",0.106681753668706,0.187476908928253,0.498057476024636,0.0251489147527888,0.182634946625616
"CbMPDiCbraya","L1_H1","L2_V1",0.125500905861401,0.246962970707859,0.404693778283035,0.0233096619271401,0.199532683220565
"CbMPDiCbraya","L1_H1","L2_V2",0.182727932488673,0.277818435081429,0.318469903352049,0.035966094648803,0.185017634429046
"CbMPDiCbraya","L1_H1","L2_V3",0.124175537496267,0.307286792090696,0.30333388364148,0.0320157805382129,0.233188006233345
"CbMPDiCbraya","L1_H1","L2_V4",0.171087736885219,0.29361723713301,0.307734413804951,0.0301229332952875,0.197437678881533
"CbMPDiCbraya","L1_H1","L2_V5",0.0288046153186435,0.246194672222784,0.478413346634444,0.0112987353277511,0.235288630496378
"CbMPDiCbraya","L1_H1","L3_H0",0.00193571635521882,0.254317111086472,0.593796725107259,0.0193127077246296,0.130637739726421
"CbMPDiCbraya","L1_H1","L3_H1",0.0013065760882528,0.232889382138548,0.606414384443648,0.0181582381185174,0.141231419211034
"CbMPDiCbraya","L1_H1","L3_H2",0,0.372476031693318,0.443045084975499,0.0265051431987846,0.157973740132399
"CbMPDiCbraya","L1_H1","L3_H3",0.00154581023225182,0.388288832007373,0.445355693274523,0.0216026658045735,0.143206998681279
"CbMPDiCbraya","L1_H1","L3_H4",0.0131516160729605,0.445304511168825,0.332604061943359,0.0130107325583335,0.195929078256522
"CbMPDiCbraya","L1_H1","L3_H5",0,0.355064946771131,0.471478190415742,0.0210814076176909,0.152375455195436
"CbMPDiCbraya","L1_H1","L3_V1",0.000397425959865143,0.33056392731833,0.527857078357532,0.0149088914622227,0.12627267690205
"CbMPDiCbraya","L1_H1","L3_V2",0.000329035534427062,0.352098421475828,0.488623552314181,0.0189862319965016,0.139962758679062
"CbMPDiCbraya","L1_H1","L3_V3",0,0.362816589600307,0.444251712880788,0.0257821147803994,0.167149582738506
"CbMPDiCbraya","L1_H1","L3_V4",0.00484014325673803,0.264095117410812,0.489964777444356,0.023164113719323,0.217935848168771
"CbMPDiCbraya","L1_H1","L3_V5",0,0.253253481013109,0.556714747128779,0.0167352919805266,0.173296479877586
"CbMPDiCbraya","L1_H1","L4_H0",0.00334753928041947,0.21103031108218,0.60744363450992,0.0232305238249564,0.154947991302524
"CbMPDiCbraya","L1_H1","L4_H1",0.103607564696329,0.187073398988082,0.425372136310226,0.0251709444198528,0.258775955585511
"CbMPDiCbraya","L1_H1","L4_H2",0.0963740120358441,0.0939087671035392,0.573287391307501,0.00856577560042744,0.227864053952688
"CbMPDiCbraya","L1_H1","L4_H3",0.108133690939696,0.258744302631875,0.40596441164328,0.0276509026065537,0.199506692178594
"CbMPDiCbraya","L1_H1","L4_H4",0.130531543646217,0.220551054902369,0.444860823503428,0.0371407338068829,0.166915844141103
"CbMPDiCbraya","L1_H1","L4_H5",0.10683270400688,0.166739198795885,0.507664076839121,0.0119450571287119,0.206818963229402
"CbMPDiCbraya","L1_H1","L4_V1",0.12787638415374,0.263588034094317,0.383426018371818,0.0160181839869658,0.209091379393159
"CbMPDiCbraya","L1_H1","L4_V2",0,0.305135451033079,0.438860603349181,0.0221755987041758,0.233828346913564
"CbMPDiCbraya","L1_H1","L4_V3",0.00254980645154832,0.298400382484947,0.462747459902254,0.0189597406206922,0.217342610540559
"CbMPDiCbraya","L1_H1","L4_V4",0,0.319120287135397,0.397794679740322,0.0178311502613449,0.265253882862936
"CbMPDiCbraya","L1_H1","L4_V5",0.0957973720528766,0.137677017478238,0.591798587865363,0.0260245375533997,0.148702485050123
"CbMPDiCbraya","L1_H1","L5_H0",0,0.0230766368568456,0.670939503093324,0.0402356449897891,0.265748215060042
"CbMPDiCbraya","L1_H1","L5_H1",0,0.0120783991179564,0.770707886710825,0.116329414078146,0.100884300093073
"CbMPDiCbraya","L1_H1","L5_H2",0,0.0323723064901834,0.551878001554175,0.114819428046419,0.300930263909222
"CbMPDiCbraya","L1_H1","L5_H3",0.000399181435594737,0.275421970331246,0.526553112883057,0.0186158518848682,0.179009883465235
"CbMPDiCbraya","L1_H1","L5_H4",0.100904023867067,0.0718679195685961,0.554800963155598,0.0427091877489875,0.229717905659751
"CbMPDiCbraya","L1_H1","L5_H5",0.0188885273149578,0.290281020655181,0.509048710942708,0.0351302779806127,0.146651463106541
"CbMPDiCbraya","L1_H1","L5_V1",0.104031515918031,0.225868918964967,0.414683678711942,0.0255099501615743,0.229905936243486
"CbMPDiCbraya","L1_H1","L5_V2",0.0233006786471592,0.371088606254143,0.402402934367643,0.0326395980536813,0.170568182677373
"CbMPDiCbraya","L1_H1","L5_V3",0.035296819269025,0.240230191138398,0.546671768384222,0.0522856780548113,0.125515543153544
"CbMPDiCbraya","L1_H1","L5_V4",0.0230739735022644,0.0539330361108342,0.788579406219597,0.0628523320905165,0.0715612520767878
