"ID","Bin","TaxonRelativeAbundance","kingdom","phylum","class","order","family","genus","species","Confidence"
"Zotu7766","Bin2",9.461394248387e-06,"Fungi","","","","","","","1.0000000"
"Zotu8694","Bin2",5.55857678145878e-06,"Fungi","_unidentified","_unidentified","_unidentified","_unidentified","_unidentified","_unidentified","0.7620399"
"Zotu5329","Bin2",1.1812956281756e-05,"Fungi","_unidentified","_unidentified","_unidentified","_unidentified","_unidentified","_unidentified","0.7019374"
"Zotu8733","Bin2",5.30430378951221e-06,"Fungi","_Ascomycota","","","","","","0.7073949"
"Zotu8250","Bin2",5.75716401005579e-06,"Fungi","_Ascomycota","_Dothideomycetes","_Botryosphaeriales","_unidentified","_unidentified","_unidentified","0.9547864"
"Zotu239","Bin2",0.000772282381048702,"Fungi","","","","","","","1.0000000"
"Zotu505","Bin2",0.000326684544853705,"Fungi","","","","","","","1.0000000"
"Zotu1240","Bin2",0.000115997044370054,"Fungi","","","","","","","1.0000000"
"Zotu5579","Bin2",1.14795993987603e-05,"Fungi","","","","","","","1.0000000"
"Zotu2471","Bin2",3.77657144065987e-05,"Fungi","_Ascomycota","","","","","","0.8011670"
"Zotu543","Bin2",0.000302618567289135,"Fungi","_Ascomycota","","","","","","0.8070072"
"Zotu6560","Bin2",1.30968913670175e-05,"Fungi","_Ascomycota","_Eurotiomycetes","_Onygenales","_Onygenales_fam_Incertae_sedis","_Malbranchea","_Malbranchea_cinnamomea","0.9999994"
"Zotu5926","Bin2",1.03129107943947e-05,"Fungi","_Ascomycota","_Sordariomycetes","","","","","0.8028631"
"Zotu1274","Bin2",0.000228878396692105,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Stachybotryaceae","_Striaticonidium","_Striaticonidium_humicola","0.9973759"
"Zotu2407","Bin2",4.05307128467777e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Stachybotryaceae","_Striaticonidium","_Striaticonidium_humicola","0.7948942"
"Zotu4715","Bin2",1.52448737806083e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Stachybotryaceae","_Striaticonidium","_Striaticonidium_humicola","0.7849841"
"Zotu836","Bin2",0.000190651196776977,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Stachybotryaceae","_Striaticonidium","_Striaticonidium_brachysporum","0.9999375"
"Zotu1093","Bin2",0.000131171614205687,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Stachybotryaceae","_Striaticonidium","_Striaticonidium_brachysporum","0.9996782"
"Zotu1387","Bin2",0.000104948493124485,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Stachybotryaceae","_Striaticonidium","_Striaticonidium_synnematum","0.9199766"
"Zotu2829","Bin2",3.36441952798886e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Stachybotryaceae","_Striaticonidium","_Striaticonidium_synnematum","0.9244964"
"Zotu6011","Bin2",8.47348194357214e-06,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Hypocreaceae","_Trichoderma","","0.9754853"
"Zotu5105","Bin2",1.39866484642581e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Hypocreaceae","_Trichoderma","","0.9866690"
"Zotu5258","Bin2",1.89791092844671e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Hypocreaceae","_Trichoderma","","0.9960363"
"Zotu2860","Bin2",5.76108517403098e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Hypocreaceae","_Trichoderma","_Trichoderma_lixii","0.9824361"
"Zotu1385","Bin2",0.000118795089045663,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Hypocreaceae","_Trichoderma","_Trichoderma_lixii","0.9707918"
"Zotu4804","Bin2",2.86747873482616e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Hypocreaceae","_Trichoderma","_Trichoderma_lixii","0.9132672"
"Zotu4084","Bin2",3.9076363815058e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Hypocreaceae","_Trichoderma","_Trichoderma_lixii","0.9452254"
"Zotu3167","Bin2",3.40840550490093e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Hypocreaceae","_Trichoderma","_Trichoderma_lixii","0.7035018"
"Zotu2550","Bin2",5.85185155157846e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Hypocreaceae","_Trichoderma","_Trichoderma_lixii","0.7359415"
"Zotu2087","Bin2",6.34335974540754e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Hypocreaceae","_Trichoderma","","0.9981343"
"Zotu1430","Bin2",9.12560831459796e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Hypocreaceae","_Trichoderma","_Trichoderma_aggressivum","0.7839980"
"Zotu1996","Bin2",5.56480871121367e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Hypocreaceae","_Trichoderma","_Trichoderma_aggressivum","0.7071910"
"Zotu1793","Bin2",8.69020594024908e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Hypocreaceae","_Trichoderma","","0.9976198"
"Zotu1608","Bin2",8.43837608028582e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Hypocreaceae","_Trichoderma","_Trichoderma_turrialbense","0.9970469"
"Zotu2538","Bin2",4.61494468939532e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Hypocreaceae","_Trichoderma","_Trichoderma_turrialbense","0.9912097"
"Zotu3540","Bin2",3.72516843975144e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Hypocreaceae","_Trichoderma","_Trichoderma_piluliferum","0.9994380"
"Zotu5534","Bin2",1.61265388552364e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Hypocreaceae","_Trichoderma","_Trichoderma_piluliferum","0.9993692"
"Zotu2624","Bin2",4.10709046601888e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Hypocreaceae","_Trichoderma","_Trichoderma_ghanense","0.8152744"
"Zotu1911","Bin2",7.059212578194e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Hypocreaceae","_Trichoderma","","1.0000000"
"Zotu5013","Bin2",2.06083000645859e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Hypocreaceae","_Trichoderma","_Trichoderma_reesei","0.9062996"
"Zotu5839","Bin2",1.81617499570401e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Hypocreaceae","_Trichoderma","_Trichoderma_reesei","0.9986894"
"Zotu4555","Bin2",2.82158379570685e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Ophiocordycipitaceae","_unidentified","_unidentified","0.9997932"
"Zotu2096","Bin2",5.5958991409236e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Ophiocordycipitaceae","_unidentified","_unidentified","0.9997778"
"Zotu1574","Bin2",9.25788626408708e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Ophiocordycipitaceae","_unidentified","_unidentified","0.9997656"
"Zotu3148","Bin2",4.41723845284129e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Ophiocordycipitaceae","_unidentified","_unidentified","0.9999293"
"Zotu3066","Bin2",3.389924286688e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Ophiocordycipitaceae","_unidentified","_unidentified","0.9999727"
"Zotu3504","Bin2",2.71277472744156e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Ophiocordycipitaceae","_unidentified","_unidentified","0.9999769"
"Zotu1507","Bin2",9.40721297693764e-05,"Fungi","_Ascomycota","_Dothideomycetes","_Capnodiales","_unidentified","_unidentified","_unidentified","0.7055081"
"Zotu3490","Bin2",2.64308530366851e-05,"Fungi","_Ascomycota","_Dothideomycetes","_Capnodiales","","","","0.8298951"
"Zotu4525","Bin2",1.24442578483438e-05,"Fungi","_Ascomycota","_Dothideomycetes","","","","","0.7285460"
"Zotu946","Bin2",0.000161553035798657,"Fungi","_Ascomycota","_Dothideomycetes","_Capnodiales","_unidentified","_unidentified","_unidentified","0.7623736"
"Zotu1194","Bin2",0.000121914239520576,"Fungi","_Ascomycota","_Dothideomycetes","_Capnodiales","","","","0.8727928"
"Zotu2294","Bin2",4.2698797507351e-05,"Fungi","_Ascomycota","_Dothideomycetes","_Capnodiales","_unidentified","_unidentified","_unidentified","0.7995010"
"Zotu1107","Bin2",0.00013213195566887,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Hypocreales_fam_Incertae_sedis","_Trichothecium","_unidentified","0.7458640"
"Zotu2262","Bin2",5.46980111292654e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_unidentified","_unidentified","_unidentified","0.7935885"
"Zotu478","Bin2",0.000369685802037984,"Fungi","_Ascomycota","_Sordariomycetes","_Sordariales","_unidentified","_unidentified","_unidentified","0.9669338"
"Zotu16613","Bin2",2.82975888032047e-06,"Fungi","_Ascomycota","_Eurotiomycetes","_Eurotiales","_Trichocomaceae","_Sagenomella","_Sagenomella_oligospora","0.9997310"
"Zotu157","Bin2",0.00108124154796837,"Fungi","_Ascomycota","_Sordariomycetes","_Sordariales","_Cephalothecaceae","_unidentified","_unidentified","0.9999967"
"Zotu9866","Bin2",6.87690202935806e-06,"Fungi","_Ascomycota","_Sordariomycetes","_Sordariales","_Cephalothecaceae","_unidentified","_unidentified","0.9994939"
"Zotu2498","Bin2",4.41005445169599e-05,"Fungi","","","","","","","1.0000000"
"Zotu4867","Bin2",1.66552160432207e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Stachybotryaceae","","","0.7799493"
"Zotu2888","Bin1",2.95353707637305e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Xylariales","_Xylariales_fam_Incertae_sedis","_Phialemoniopsis","_unidentified","0.9997735"
"Zotu17081","Bin1",2.0428832425637e-06,"Fungi","_Ascomycota","_Sordariomycetes","_Xylariales","_Xylariales_fam_Incertae_sedis","_Phialemoniopsis","_unidentified","0.9999379"
"Zotu7905","Bin1",1.35061935202761e-05,"Fungi","_Ascomycota","_Sordariomycetes","","","","","0.7898497"
"Zotu3514","Bin1",2.57556286688296e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_unidentified","_unidentified","_unidentified","0.7866849"
"Zotu3266","Bin1",6.22533047054941e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_unidentified","_unidentified","_unidentified","0.8139917"
"Zotu1600","Bin1",9.29682295700357e-05,"Fungi","_Ascomycota","","","","","","0.7337338"
"Zotu1367","Bin1",9.57210393655627e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_unidentified","_unidentified","_unidentified","0.8526528"
"Zotu2288","Bin1",5.44371721391623e-05,"Fungi","","","","","","","1.0000000"
"Zotu1010","Bin1",0.000149727050879591,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Hypocreaceae","_Sepedonium","_unidentified","0.8260252"
"Zotu2724","Bin1",3.52622543974805e-05,"Fungi","_Ascomycota","_Eurotiomycetes","_Chaetothyriales","_Herpotrichiellaceae","","","0.7103838"
"Zotu3014","Bin1",3.02238796621253e-05,"Fungi","_Ascomycota","_Eurotiomycetes","_Chaetothyriales","_Herpotrichiellaceae","","","0.7312769"
"Zotu2387","Bin1",4.77217604114281e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_unidentified","_unidentified","_unidentified","0.8919459"
"Zotu6335","Bin1",1.11248762619072e-05,"Fungi","","","","","","","1.0000000"
"Zotu6512","Bin1",1.06890173023728e-05,"Fungi","_Ascomycota","_Eurotiomycetes","_Chaetothyriales","_unidentified","_unidentified","_unidentified","0.7947282"
"Zotu2092","Bin1",5.51549004537228e-05,"Fungi","_Ascomycota","","","","","","0.8073883"
"Zotu815","Bin1",0.000180523767766229,"Fungi","_Ascomycota","_Eurotiomycetes","_Chaetothyriales","","","","0.7729082"
"Zotu2100","Bin1",4.79740624609472e-05,"Fungi","_Ascomycota","_Eurotiomycetes","_Chaetothyriales","","","","0.7162024"
"Zotu5443","Bin1",1.45650082371567e-05,"Fungi","_Ascomycota","_Eurotiomycetes","_Chaetothyriales","","","","0.9575892"
"Zotu1499","Bin1",8.69204736986824e-05,"Fungi","_Ascomycota","_Eurotiomycetes","_Chaetothyriales","","","","0.9724824"
"Zotu1568","Bin1",0.000103522626989008,"Fungi","_Ascomycota","","","","","","0.7499007"
"Zotu2896","Bin1",3.5509121515596e-05,"Fungi","","","","","","","1.0000000"
"Zotu11152","Bin1",5.22790740154646e-06,"Fungi","","","","","","","1.0000000"
"Zotu1335","Bin1",0.000108166235723945,"Fungi","","","","","","","1.0000000"
"Zotu721","Bin1",0.00023094246403589,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Clavicipitaceae","_Metapochonia","","0.9944747"
"Zotu4360","Bin1",1.89232942688517e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Clavicipitaceae","_Metapochonia","_Metapochonia_bulbillosa","0.9356422"
"Zotu4772","Bin1",1.26233801518531e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Clavicipitaceae","_Metapochonia","_Metapochonia_bulbillosa","0.9847018"
"Zotu1277","Bin1",0.00010833927914749,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Clavicipitaceae","_Metapochonia","_Metapochonia_bulbillosa","0.9991557"
"Zotu1593","Bin1",8.96783421722117e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Clavicipitaceae","_Metapochonia","_Metapochonia_bulbillosa","0.9998609"
"Zotu4467","Bin1",1.8202677304594e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Clavicipitaceae","_Metapochonia","_Metapochonia_bulbillosa","0.9998842"
"Zotu12119","Bin1",4.66389656547748e-06,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","","","","0.9047248"
"Zotu2068","Bin1",5.56736325186617e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Clavicipitaceae","_unidentified","_unidentified","0.8730765"
"Zotu6311","Bin1",1.01459553537756e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Clavicipitaceae","_unidentified","_unidentified","0.8815479"
"Zotu461","Bin1",0.000461787292711903,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Clavicipitaceae","_Metacordyceps","_Metacordyceps_chlamydosporia","0.9734845"
"Zotu3421","Bin1",2.56598885654939e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Clavicipitaceae","_Pochonia","_unidentified","0.9388440"
"Zotu589","Bin1",0.000282975589334416,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Clavicipitaceae","_Periglandula","_unidentified","0.9946047"
"Zotu6904","Bin1",6.68931279162775e-06,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Clavicipitaceae","_Periglandula","_unidentified","0.9730793"
"Zotu1503","Bin1",9.27921130339803e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_unidentified","_unidentified","_unidentified","0.7790251"
"Zotu2459","Bin1",3.80080118812487e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_unidentified","_unidentified","_unidentified","0.8106694"
"Zotu740","Bin1",0.000224421905775437,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Stachybotryaceae","_Stachybotrys","_Stachybotrys_reniformis","0.8798676"
"Zotu4055","Bin1",2.61014134042087e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Stachybotryaceae","_Stachybotrys","","0.9590487"
"Zotu1975","Bin1",5.59207715436273e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Stachybotryaceae","_Stachybotrys","_Stachybotrys_microspora","0.9986952"
"Zotu4603","Bin1",1.64252646577941e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Stachybotryaceae","_Stachybotrys","_Stachybotrys_microspora","0.9997288"
"Zotu4523","Bin1",1.514409727658e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Stachybotryaceae","_Alfaria","_Alfaria_caricicola","0.8541658"
"Zotu940","Bin1",0.000188855634803075,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Stachybotryaceae","_Alfaria","","0.9909021"
"Zotu1972","Bin1",0.000134276778999495,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Stachybotryaceae","_Alfaria","","0.9965135"
"Zotu1162","Bin1",0.000178955332393241,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Stachybotryaceae","_Alfaria","","0.9558590"
"Zotu6039","Bin1",1.18851563150684e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Stachybotryaceae","_Alfaria","","0.9586879"
"Zotu4245","Bin1",2.02400209254011e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Stachybotryaceae","","","0.9999952"
"Zotu4144","Bin1",3.25443084377942e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Hypocreales_fam_Incertae_sedis","_Acremonium","_Acremonium_spinosum","0.8159023"
"Zotu6789","Bin1",8.02053019249752e-06,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Hypocreales_fam_Incertae_sedis","_Acremonium","_Acremonium_spinosum","0.8170738"
"Zotu12878","Bin1",4.99765908245183e-06,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Nectriaceae","_Lasionectria","_unidentified","0.9431201"
"Zotu5545","Bin1",1.33922067248965e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_unidentified","_unidentified","_unidentified","0.9140478"
"Zotu4521","Bin1",1.80351107146693e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_unidentified","_unidentified","_unidentified","0.9400127"
"Zotu4713","Bin1",1.77760472549215e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Hypocreales_fam_Incertae_sedis","_Acremonium","_Acremonium_rutilum","0.9999999"
"Zotu14583","Bin1",3.34395126975863e-06,"Fungi","_Ascomycota","_Sordariomycetes","_Diaporthales","_Valsaceae","_Cytospora","_Cytospora_cedri","0.9926184"
"Zotu2192","Bin1",5.61793003091834e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Diaporthales","","","","0.9999970"
"Zotu1683","Bin1",6.88673828215182e-05,"Fungi","_Ascomycota","_Dothideomycetes","_Capnodiales","","","","0.8432431"
"Zotu4811","Bin1",1.42120087111232e-05,"Fungi","_Ascomycota","_Dothideomycetes","_Capnodiales","_unidentified","_unidentified","_unidentified","0.7062499"
"Zotu1827","Bin1",6.77787531139064e-05,"Fungi","_Ascomycota","_Dothideomycetes","_Capnodiales","","","","0.8996206"
"Zotu2439","Bin1",8.14302230525013e-05,"Fungi","_Ascomycota","_Dothideomycetes","_Capnodiales","_Cladosporiaceae","_Rachicladosporium","_Rachicladosporium_mcmurdoi","0.9998590"
"Zotu961","Bin1",0.000266629260858302,"Fungi","_Ascomycota","_Dothideomycetes","_Capnodiales","_Cladosporiaceae","_Rachicladosporium","_Rachicladosporium_mcmurdoi","0.9990845"
"Zotu1036","Bin1",0.000130536820480352,"Fungi","_Ascomycota","_Dothideomycetes","","","","","0.7411343"
"Zotu2399","Bin1",4.39016939361205e-05,"Fungi","_Ascomycota","_Dothideomycetes","","","","","0.7013728"
"Zotu9172","Bin1",5.42307220502598e-06,"Fungi","_Ascomycota","_Dothideomycetes","_Capnodiales","_Cladosporiaceae","_Cladosporium","","0.9999989"
"Zotu49","Bin1",0.00285706041099559,"Fungi","_Ascomycota","_Dothideomycetes","_Capnodiales","_Cladosporiaceae","_Cladosporium","_Cladosporium_perangustum","0.7365575"
"Zotu1670","Bin1",7.24372861192257e-05,"Fungi","_Ascomycota","_Dothideomycetes","_Capnodiales","","","","0.9989251"
"Zotu7816","Bin1",6.14833091628658e-06,"Fungi","_Ascomycota","_Dothideomycetes","_Capnodiales","_Cladosporiaceae","_Cladosporium","_Cladosporium_perangustum","0.9435932"
"Zotu56","Bin1",0.00249315115345031,"Fungi","_Ascomycota","_Dothideomycetes","_Capnodiales","_Cladosporiaceae","_Cladosporium","_Cladosporium_perangustum","0.9365667"
"Zotu9746","Bin1",4.46028790697581e-06,"Fungi","_Ascomycota","_Dothideomycetes","_Capnodiales","_Cladosporiaceae","_Cladosporium","_Cladosporium_sphaerospermum","0.9970740"
"Zotu7172","Bin1",7.50387118290642e-06,"Fungi","_Ascomycota","_Dothideomycetes","_Capnodiales","_Cladosporiaceae","_Rachicladosporium","","0.9834695"
"Zotu19729","Bin1",3.43818407640476e-06,"Fungi","_Ascomycota","_Dothideomycetes","_Capnodiales","_Cladosporiaceae","_Rachicladosporium","_Rachicladosporium_pini","0.9981574"
"Zotu4019","Bin1",2.12385750704445e-05,"Fungi","_Ascomycota","_Dothideomycetes","_Capnodiales","_Cladosporiaceae","_Rachicladosporium","","0.9935719"
"Zotu2026","Bin1",6.04442533333642e-05,"Fungi","_Ascomycota","_Dothideomycetes","_Capnodiales","","","","0.8697268"
"Zotu1078","Bin1",0.000148522261783124,"Fungi","_Ascomycota","_Dothideomycetes","_Capnodiales","_Cladosporiaceae","_Rachicladosporium","_unidentified","0.7248816"
"Zotu2720","Bin1",3.57019772540511e-05,"Fungi","_Ascomycota","_Dothideomycetes","_Capnodiales","_Cladosporiaceae","_Rachicladosporium","_unidentified","0.7792668"
"Zotu889","Bin1",0.000149217657419625,"Fungi","_Ascomycota","_Dothideomycetes","_Capnodiales","_Cladosporiaceae","_Rachicladosporium","_unidentified","0.7683646"
"Zotu1352","Bin1",9.42994881751408e-05,"Fungi","_Ascomycota","_Dothideomycetes","_Capnodiales","","","","0.9144344"
"Zotu10348","Bin1",8.07734163493169e-06,"Fungi","_Ascomycota","_Dothideomycetes","_Capnodiales","","","","0.8282006"
"Zotu4759","Bin1",1.32897507975056e-05,"Fungi","_Ascomycota","_Dothideomycetes","_Capnodiales","_Cladosporiaceae","_Rachicladosporium","","0.7951905"
"Zotu1879","Bin1",6.13088008407336e-05,"Fungi","_Ascomycota","_Dothideomycetes","_Capnodiales","_Cladosporiaceae","_Rachicladosporium","","0.9827962"
"Zotu4227","Bin1",1.88795746248759e-05,"Fungi","_Ascomycota","_Dothideomycetes","_Capnodiales","_Cladosporiaceae","_Rachicladosporium","","0.9814952"
"Zotu514","Bin1",0.000354675357464238,"Fungi","_Ascomycota","_Dothideomycetes","_Capnodiales","_Cladosporiaceae","_Rachicladosporium","","0.9842529"
"Zotu1578","Bin1",7.93136257378574e-05,"Fungi","_Ascomycota","_Dothideomycetes","_Capnodiales","_Cladosporiaceae","_Rachicladosporium","","0.9849738"
"Zotu3582","Bin1",2.49451384403298e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Hypocreales_fam_Incertae_sedis","_Ustilaginoidea","_Ustilaginoidea_virens","1.0000000"
"Zotu5126","Bin1",1.4960988532397e-05,"Fungi","","","","","","","1.0000000"
"Zotu7559","Bin1",5.42923629267039e-06,"Fungi","_Ascomycota","","","","","","0.7847829"
"Zotu1281","Bin1",9.98666161317691e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Stachybotryaceae","_unidentified","_unidentified","0.9943178"
"Zotu2708","Bin1",3.73435699862531e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Stachybotryaceae","_unidentified","_unidentified","0.9876707"
"Zotu6179","Bin1",1.16217720497781e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Stachybotryaceae","_unidentified","_unidentified","0.9989525"
"Zotu3190","Bin1",3.62882507546692e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Stachybotryaceae","_Achroiostachys","_Achroiostachys_levigata","0.7908735"
"Zotu2069","Bin1",6.29849053948447e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Stachybotryaceae","_Achroiostachys","_Achroiostachys_levigata","0.9751134"
"Zotu6651","Bin1",1.30692580994091e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Stachybotryaceae","_Achroiostachys","_Achroiostachys_levigata","0.9802505"
"Zotu5673","Bin1",1.30330913546638e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Stachybotryaceae","_Achroiostachys","","0.7991078"
"Zotu3259","Bin1",3.91500595410976e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_unidentified","_unidentified","_unidentified","0.8535669"
"Zotu4062","Bin1",1.75846122624122e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_unidentified","_unidentified","_unidentified","0.9023008"
"Zotu4280","Bin1",1.62949065658201e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Hypocreales_fam_Incertae_sedis","_Acremonium","_Acremonium_dichromosporum","0.9846103"
"Zotu6046","Bin1",1.20870087844188e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Hypocreales_fam_Incertae_sedis","_Acremonium","_Acremonium_dichromosporum","0.9875660"
"Zotu6648","Bin1",9.93742524580713e-06,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Hypocreales_fam_Incertae_sedis","_Acremonium","","0.9970590"
"Zotu7817","Bin1",6.80056957308056e-06,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Bionectriaceae","_Nectriopsis","_unidentified","0.9999844"
"Zotu4895","Bin1",1.40112692712778e-05,"Fungi","_Ascomycota","_Eurotiomycetes","_Chaetothyriales","","","","0.8367693"
"Zotu892","Bin1",0.00016291461620275,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","","","","0.9949489"
"Zotu1767","Bin1",6.2186281080773e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","","","","0.9849017"
"Zotu6745","Bin1",9.9083349633415e-06,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","","","","0.9975332"
"Zotu3058","Bin1",3.16610914952276e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","","","","0.9959319"
"Zotu401","Bin1",0.000492920786165043,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Hypocreales_fam_Incertae_sedis","_Acremonium","_Acremonium_polychromum","0.8199576"
"Zotu875","Bin1",0.000163387387365616,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Hypocreales_fam_Incertae_sedis","_Fusariella","_unidentified","0.9845646"
"Zotu1656","Bin1",7.48826449921945e-05,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Hypocreales_fam_Incertae_sedis","_Fusariella","_unidentified","0.9984106"
"Zotu7969","Bin1",6.81942599654803e-06,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Hypocreales_fam_Incertae_sedis","_Acremonium","_Acremonium_polychromum","0.9999990"
"Zotu8608","Bin1",5.51427749910689e-06,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_Hypocreales_fam_Incertae_sedis","_Acremonium","_Acremonium_polychromum","0.9999949"
"Zotu11922","Bin1",4.34752179336854e-06,"Fungi","_Ascomycota","_Sordariomycetes","_Hypocreales","_unidentified","_unidentified","_unidentified","0.8028331"
"Zotu2234","Bin1",4.44310565530642e-05,"Fungi","_Ascomycota","","","","","","0.7871339"
