	kingdom	phylum	class	order	family	genus	species	Confidence
Zotu2479	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Thyridariaceae	_Roussoella	_Roussoella_solani	1
Zotu2480	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.841988457
Zotu2481	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Cladophialophora	_unidentified	0.98482143
Zotu2482	Fungi	_Ascomycota	_Archaeorhizomycetes	_Archaeorhizomycetales	_Archaeorhizomycetaceae	_Archaeorhizomyces	_unidentified	0.938133009
Zotu2483	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Stachybotryaceae			0.999650491
Zotu2484	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Cladophialophora	_Cladophialophora_chaetospira	0.995741321
Zotu2485	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.757515719
Zotu2486	Fungi	_Ascomycota						0.86759662
Zotu2487	Fungi	_Ascomycota	_Sordariomycetes	_Chaetosphaeriales	_Chaetosphaeriaceae	_Gonytrichum	_Gonytrichum_mirabile	0.994180327
Zotu2488	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Thyridariaceae	_Roussoella	_Roussoella_mexicana	0.999833152
Zotu2489	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.873165233
Zotu2490	Fungi	_Basidiomycota	_Agaricomycetes					0.983346375
Zotu2491	Fungi	_Ascomycota	_Dothideomycetes	_Dothideomycetes_ord_Incertae_sedis	_Eremomycetaceae	_Arthrographis		0.766999398
Zotu2492	Fungi							1
Zotu2493	Fungi	_Ascomycota	_Sordariomycetes	_Pleurotheciales	_Pleurotheciaceae	_unidentified	_unidentified	0.963893868
Zotu2494	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Vibrisseaceae	_Phialocephala	_unidentified	0.801925138
Zotu2495	Fungi	_Glomeromycota	_Glomeromycetes	_Glomerales	_Glomeraceae	_unidentified	_unidentified	0.760178406
Zotu2496	Fungi	_Ascomycota	_Pezizomycetes	_Pezizales	_Tuberaceae	_Tuber	_Tuber_huidongense	0.999860276
Zotu2497	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Cladophialophora	_unidentified	0.83048432
Zotu2498	Fungi							1
Zotu2499	Fungi	_Ascomycota						0.79180743
Zotu2500	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Hyaloscyphaceae	_Lachnum		0.998089761
Zotu2501	Fungi	_Ascomycota	_Sordariomycetes	_Xylariales	_Sporocadaceae	_Immersidiscosia	_Immersidiscosia_eucalypti	0.921591011
Zotu2502	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Hypocreales_fam_Incertae_sedis	_Acremonium	_Acremonium_curvulum	0.999969232
Zotu2503	Fungi	_Ascomycota	_Sordariomycetes	_Glomerellales	_Glomerellaceae	_Colletotrichum	_Colletotrichum_verruculosum	0.736743904
Zotu2504	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_unidentified	_unidentified	_unidentified	0.70127039
Zotu2505	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales				0.831008873
Zotu2506	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales				0.999999659
Zotu2507	Fungi	_Basidiomycota	_Agaricomycetes					0.788068623
Zotu2508	Fungi	_Ascomycota						0.723804561
Zotu2509	Fungi	_Ascomycota	_Archaeorhizomycetes	_Archaeorhizomycetales	_Archaeorhizomycetaceae	_Archaeorhizomyces	_unidentified	0.999432846
Zotu2510	Fungi	_Ascomycota	_Sordariomycetes	_Coniochaetales				0.966816214
Zotu2511	Fungi							1
Zotu2512	Fungi	_Basidiomycota	_Agaricomycetes	_Auriculariales	_Exidiaceae	_unidentified	_unidentified	0.953864976
Zotu2513	Fungi	_Ascomycota	_Sordariomycetes	_Coniochaetales	_Coniochaetaceae	_Lecythophora	_unidentified	0.970236405
Zotu2514	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_unidentified	_unidentified	_unidentified	0.707287395
Zotu2515	Fungi	_Basidiomycota	_Agaricomycetes	_Polyporales				0.880536146
Zotu2516	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Clavariaceae	_Clavulinopsis	_Clavulinopsis_fusiformis	0.971269073
Zotu2517	Fungi							1
Zotu2518	Fungi	_Basidiomycota	_Agaricomycetes	_Cantharellales	_Ceratobasidiaceae	_unidentified	_unidentified	0.75308759
Zotu2519	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales				0.910631534
Zotu2520	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Coniothyriaceae	_Coniothyrium	_Coniothyrium_crepinianum	0.998782455
Zotu2521	Fungi							1
Zotu2522	Fungi	_Ascomycota	_Sordariomycetes	_Coniochaetales				0.998765839
Zotu2523	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Pleosporaceae	_Alternaria		0.999994964
Zotu2524	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales				0.990549299
Zotu2525	Fungi							1
Zotu2526	Fungi	_Ascomycota	_Leotiomycetes					0.840856491
Zotu2527	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Exophiala	_Exophiala_cancerae	0.869757865
Zotu2528	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Clavariaceae	_Clavaria	_unidentified	0.997401627
Zotu2529	Fungi	_Basidiomycota	_Agaricomycetes	_Sebacinales	_Serendipitaceae	_Serendipita		0.99985871
Zotu2530	Fungi	_Ascomycota	_Sordariomycetes	_Xylariales	_Microdochiaceae	_Microdochium		0.996780486
Zotu2531	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales				0.981496657
Zotu2532	Fungi	_Ascomycota	_Sordariomycetes	_Microascales	_Microascaceae			0.961686154
Zotu2533	Fungi	_Ascomycota	_Eurotiomycetes	_Eurotiales	_Trichocomaceae	_Talaromyces	_Talaromyces_verruculosus	0.865047374
Zotu2534	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Helotiales_fam_Incertae_sedis	_Leptodontidium	_unidentified	0.993515569
Zotu2535	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Pleosporales_fam_Incertae_sedis	_Neomassarina	_Neomassarina_thailandica	1
Zotu2536	Fungi							1
Zotu2537	Fungi							1
Zotu2538	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Hypocreaceae	_Trichoderma	_Trichoderma_turrialbense	0.99120973
Zotu2539	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Didymosphaeriaceae	_Bimuria	_Bimuria_novae-zelandiae	0.999999824
Zotu2540	Fungi	_Ascomycota	_Orbiliomycetes	_unidentified	_unidentified	_unidentified	_unidentified	0.916622927
Zotu2541	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Hypocreales_fam_Incertae_sedis	_Sarocladium	_Sarocladium_implicatum	0.999578738
Zotu2542	Fungi	_Ascomycota	_Dothideomycetes	_Dothideales	_Aureobasidiaceae	_Aureobasidium	_Aureobasidium_pullulans	0.974389759
Zotu2543	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales				0.724275887
Zotu2544	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Helotiales_fam_Incertae_sedis	_Mycoarthris	_Mycoarthris_corallina	0.999997739
Zotu2545	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Coniosporium		0.91690069
Zotu2546	Fungi							1
Zotu2547	Fungi							1
Zotu2548	Fungi	_Glomeromycota	_Glomeromycetes	_Glomerales	_Glomeraceae			0.992761823
Zotu2549	Fungi	_Ascomycota	_Sordariomycetes	_Coniochaetales	_Coniochaetaceae	_Lecythophora	_unidentified	0.998221423
Zotu2550	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Hypocreaceae	_Trichoderma	_Trichoderma_lixii	0.735941459
Zotu2551	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales	_Lasiosphaeriaceae	_Cercophora	_Cercophora_mirabilis	0.999979755
Zotu2552	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales	_Sordariales_fam_Incertae_sedis	_Cordana		0.949730573
Zotu2553	Fungi	_Ascomycota	_Pezizomycetes	_Pezizales	_Pyronemataceae	_Scutellinia	_unidentified	0.999871494
Zotu2554	Fungi							1
Zotu2555	Fungi	_Basidiomycota	_Microbotryomycetes	_Microbotryomycetes_ord_Incertae_sedis	_Microbotryomycetes_fam_Incertae_sedis	_Curvibasidium	_Curvibasidium_cygneicollum	0.999949981
Zotu2556	Fungi	_Basidiomycota	_Agaricomycetes	_Polyporales	_Ganodermataceae	_Ganoderma	_Ganoderma_adspersum	0.856414472
Zotu2557	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales				0.711586429
Zotu2558	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Tricholomataceae	_Tricholoma	_Tricholoma_terreum	0.987854684
Zotu2559	Fungi	_Glomeromycota	_Glomeromycetes	_Glomerales	_Glomeraceae			0.996917311
Zotu2560	Fungi	_Ascomycota						0.726696095
Zotu2561	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Hyaloscyphaceae	_Lachnum	_Lachnum_carneolum	0.965068172
Zotu2562	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales	_Lasiosphaeriaceae	_Podospora	_unidentified	0.756136799
Zotu2563	Fungi	_Ascomycota	_Archaeorhizomycetes	_Archaeorhizomycetales	_Archaeorhizomycetaceae	_Archaeorhizomyces	_unidentified	0.879037564
Zotu2564	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales				0.743716106
Zotu2565	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Cladophialophora	_unidentified	0.760047988
Zotu2566	Fungi	_Ascomycota	_Sordariomycetes					0.808546357
Zotu2567	Fungi							1
Zotu2568	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Hypocreales_fam_Incertae_sedis	_Sarocladium		0.890058766
Zotu2569	Fungi							1
Zotu2570	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Bionectriaceae	_Clonostachys	_unidentified	0.971941832
Zotu2571	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Helotiaceae			0.863362307
Zotu2572	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales				0.978623492
Zotu2573	Fungi	_Basidiomycota	_Microbotryomycetes	_Leucosporidiales	_unidentified	_unidentified	_unidentified	0.999970702
Zotu2574	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Didymellaceae	_unidentified	_unidentified	0.95689553
Zotu2575	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Cucurbitariaceae	_Pyrenochaeta	_unidentified	0.999899218
Zotu2576	Fungi	_Basidiomycota	_Agaricomycetes	_Cantharellales	_Ceratobasidiaceae	_Thanatephorus	_Thanatephorus_cucumeris	0.833004167
Zotu2577	Fungi	_Ascomycota	_Sordariomycetes	_Xylariales	_Bartaliniaceae	_Bartalinia	_Bartalinia_robillardoides	0.741213347
Zotu2578	Fungi	_Basidiomycota	_Agaricomycetes	_Sebacinales	_Serendipitaceae	_Serendipita	_unidentified	0.855797329
Zotu2579	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Rutstroemiaceae	_Rutstroemia	_Rutstroemia_maritima	0.964998247
Zotu2580	Fungi	_Basidiomycota	_Agaricomycetes	_Atheliales	_Atheliaceae	_Amphinema	_unidentified	0.999649672
Zotu2581	Fungi							1
Zotu2582	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales	_Lasiosphaeriaceae			0.766466827
Zotu2583	Fungi	_Ascomycota						0.825420999
Zotu2584	Fungi	_Ascomycota	_Pezizomycetes	_Pezizales				0.766760184
Zotu2585	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Phaeosphaeriaceae	_Paraphoma	_Paraphoma_chrysanthemicola	0.927378959
Zotu2586	Fungi	_Ascomycota						0.955108614
Zotu2587	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales				0.999989628
Zotu2588	Fungi	_Ascomycota						0.762916381
Zotu2589	Fungi							1
Zotu2590	Fungi							1
Zotu2591	Fungi	_Ascomycota	_Pezizomycetes	_Pezizales	_Pyronemataceae	_Humaria	_Humaria_hemisphaerica	0.980077575
Zotu2592	Fungi	_Ascomycota						0.7472631
Zotu2593	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Lentitheciaceae	_Poaceascoma	_Poaceascoma_helicoides	0.999949803
Zotu2594	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Hypocreales_fam_Incertae_sedis	_Acremonium	_Acremonium_furcatum	0.989080835
Zotu2595	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Nectriaceae	_Fusarium	_Fusarium_solani	0.967906236
Zotu2596	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales				0.799178333
Zotu2597	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Cladophialophora	_unidentified	0.751917022
Zotu2598	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales	_Sordariales_fam_Incertae_sedis	_Cordana	_Cordana_terrestris	0.999999962
Zotu2599	Fungi	_Basidiomycota	_Agaricomycetes	_Cantharellales	_Ceratobasidiaceae			0.99490839
Zotu2600	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales	_Lasiosphaeriaceae	_Podospora	_Podospora_communis	0.999471848
Zotu2601	Fungi	_Ascomycota						0.749418869
Zotu2602	Fungi	_Basidiomycota	_Agaricomycetes	_Cantharellales	_Ceratobasidiaceae	_Rhizoctonia	_unidentified	0.841584592
Zotu2603	Fungi							1
Zotu2604	Fungi	_Ascomycota	_Sordariomycetes	_Branch06	_unidentified	_unidentified	_unidentified	0.999999701
Zotu2605	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales				0.978461576
Zotu2606	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_unidentified	_unidentified	0.98468231
Zotu2607	Fungi							1
Zotu2608	Fungi							1
Zotu2609	Fungi	_Ascomycota	_Eurotiomycetes	_Verrucariales	_Verrucariaceae	_Endocarpon	_Endocarpon_pusillum	0.976534817
Zotu2610	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Myxotrichaceae	_Oidiodendron	_unidentified	0.989832346
Zotu2611	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Sporormiaceae	_Preussia		0.950850055
Zotu2612	Fungi	_Glomeromycota	_Glomeromycetes	_Glomerales	_Glomeraceae	_unidentified	_unidentified	0.853064729
Zotu2613	Fungi							1
Zotu2614	Fungi	_Basidiomycota	_Microbotryomycetes					0.984724527
Zotu2615	Fungi	_Basidiomycota	_Geminibasidiomycetes	_Geminibasidiales	_Geminibasidiaceae	_Geminibasidium	_unidentified	0.998037667
Zotu2616	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Cucurbitariaceae	_Pyrenochaetopsis	_Pyrenochaetopsis_leptospora	0.987825457
Zotu2617	Fungi	_Ascomycota						0.944615239
Zotu2618	Fungi							1
Zotu2619	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales				0.753204362
Zotu2620	Fungi	_Chytridiomycota	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.944288357
Zotu2621	Fungi	_Ascomycota						0.756303954
Zotu2622	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Tetraplosphaeriaceae	_Tetraplosphaeria		0.999932652
Zotu2623	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales				0.926947643
Zotu2624	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Hypocreaceae	_Trichoderma	_Trichoderma_ghanense	0.815274369
Zotu2625	Fungi	_Ascomycota	_Eurotiomycetes	_Eurotiales	_Aspergillaceae	_Penicillium	_Penicillium_simplicissimum	0.856863141
Zotu2626	Fungi	_Basidiomycota	_Agaricomycetes	_Cantharellales	_Ceratobasidiaceae			0.998966718
Zotu2627	Fungi	_Ascomycota						0.861618398
Zotu2628	Fungi	_Basidiomycota						0.732352916
Zotu2629	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales				0.936966931
Zotu2630	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Stephanosporaceae	_Lindtneria	_unidentified	0.999993372
Zotu2631	Fungi	_Ascomycota	_Eurotiomycetes	_Eurotiales	_Trichocomaceae	_Talaromyces	_Talaromyces_albobiverticillius	0.998863446
Zotu2632	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Phaeosphaeriaceae	_Paraphoma	_Paraphoma_chrysanthemicola	0.97554172
Zotu2633	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Cladophialophora	_unidentified	0.859849896
Zotu2634	Fungi	_Ascomycota	_Sordariomycetes	_Coniochaetales	_Coniochaetaceae	_Coniochaeta	_Coniochaeta_discospora	0.999854547
Zotu2635	Fungi	_Basidiomycota	_Agaricomycetes	_Russulales	_Russulaceae	_Russula	_Russula_puellaris	0.721148919
Zotu2636	Fungi	_Glomeromycota	_Glomeromycetes	_Diversisporales	_unidentified	_unidentified	_unidentified	0.997255542
Zotu2637	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Rhinocladiella	_unidentified	0.710862835
Zotu2638	Fungi	_Basidiomycota	_Tremellomycetes	_Tremellales	_Trimorphomycetaceae	_Saitozyma	_unidentified	0.952518138
Zotu2639	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Stachybotryaceae	_Memnoniella	_Memnoniella_longistipitata	0.876686424
Zotu2640	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Cladophialophora	_unidentified	0.929819838
Zotu2641	Fungi	_Basidiomycota	_Agaricomycetes					0.893442222
Zotu2642	Fungi	_Basidiomycota	_Agaricomycetes	_Cantharellales	_Clavulinaceae	_Clavulina	_Clavulina_coralloides	0.985839551
Zotu2643	Fungi	_Basidiomycota	_Agaricomycetes	_Cantharellales	_Ceratobasidiaceae	_Thanatephorus	_Thanatephorus_cucumeris	0.909556953
Zotu2644	Fungi	_Ascomycota						0.827991713
Zotu2645	Fungi	_Basidiomycota	_Agaricomycetes	_unidentified	_unidentified	_unidentified	_unidentified	0.706638709
Zotu2646	Fungi	_Ascomycota	_Eurotiomycetes	_Eurotiales	_Aspergillaceae	_Penicillium	_unidentified	0.86362911
Zotu2647	Fungi							1
Zotu2648	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.777570831
Zotu2649	Fungi							1
Zotu2650	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Phaeosphaeriaceae	_Setophaeosphaeria		0.904979908
Zotu2651	Fungi							1
Zotu2652	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Cladophialophora	_unidentified	0.907871082
Zotu2653	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Hypocreales_fam_Incertae_sedis	_Acremonium	_Acremonium_furcatum	0.999998324
Zotu2654	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Cladophialophora	_Cladophialophora_chaetospira	0.98643105
Zotu2655	Fungi	_Ascomycota	_Dothideomycetes					0.999920332
Zotu2656	Fungi	_Ascomycota	_Dothideomycetes	_Capnodiales	_Teratosphaeriaceae	_Neophaeothecoidea	_Neophaeothecoidea_proteae	0.849055104
Zotu2657	Fungi							1
Zotu2658	Fungi	_Ascomycota	_Archaeorhizomycetes	_Archaeorhizomycetales	_Archaeorhizomycetaceae	_Archaeorhizomyces	_unidentified	0.998841787
Zotu2659	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Didymosphaeriaceae	_Laburnicola	_Laburnicola_muriformis	0.976382925
Zotu2660	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Lentitheciaceae	_Poaceascoma	_unidentified	0.814508389
Zotu2661	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales	_unidentified	_unidentified	_unidentified	0.721322771
Zotu2662	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_unidentified	_unidentified	0.944600691
Zotu2663	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Exophiala	_unidentified	0.929482424
Zotu2664	Fungi	_Ascomycota	_Geoglossomycetes	_Geoglossales				0.781964951
Zotu2665	Fungi							1
Zotu2666	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Helotiaceae	_Articulospora	_unidentified	0.999780972
Zotu2667	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales				0.770946312
Zotu2668	Fungi	_Chytridiomycota	_Rhizophlyctidomycetes	_Rhizophlyctidales	_Rhizophlyctidaceae	_Rhizophlyctis	_unidentified	0.999974169
Zotu2669	Fungi	_Ascomycota	_Archaeorhizomycetes	_Archaeorhizomycetales	_Archaeorhizomycetaceae	_Archaeorhizomyces	_unidentified	0.890496209
Zotu2670	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.788072488
Zotu2671	Fungi	_Basidiomycota	_Agaricomycetes	_Thelephorales	_Thelephoraceae	_Tomentella		0.715133563
Zotu2672	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales				0.989464673
Zotu2673	Fungi	_Basidiomycota	_Agaricomycetes	_Phallales	_Phallaceae	_unidentified	_unidentified	0.774397232
Zotu2674	Fungi	_Basidiomycota						0.726341651
Zotu2675	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.724318016
Zotu2676	Fungi	_Basidiomycota	_Agaricomycetes					0.733874358
Zotu2677	Fungi							1
Zotu2678	Fungi	_Ascomycota	_Sordariomycetes					0.785022749
Zotu2679	Fungi	_Ascomycota						0.725914909
Zotu2680	Fungi							1
Zotu2681	Fungi	_Basidiomycota	_Agaricomycetes	_Cantharellales	_Ceratobasidiaceae	_unidentified	_unidentified	0.780882268
Zotu2682	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales				0.772888823
Zotu2683	Fungi							1
Zotu2684	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Phaeosphaeriaceae	_Paraphoma	_Paraphoma_radicina	0.999977798
Zotu2685	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Phaeosphaeriaceae	_Paraphoma	_Paraphoma_rhaphiolepidis	0.971817869
Zotu2686	Fungi	_Ascomycota	_Eurotiomycetes	_unidentified	_unidentified	_unidentified	_unidentified	0.961805822
Zotu2687	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales				0.994681128
Zotu2688	Fungi							1
Zotu2689	Fungi	_Ascomycota	_Leotiomycetes					0.989180014
Zotu2690	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_unidentified	_unidentified	_unidentified	0.779778294
Zotu2691	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales	_Lasiosphaeriaceae	_Apodus	_Apodus_deciduus	0.999325515
Zotu2692	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Didymosphaeriaceae	_Paraphaeosphaeria		0.715952583
Zotu2693	Fungi	_Ascomycota	_Dothideomycetes	_Capnodiales	_unidentified	_unidentified	_unidentified	0.781626946
Zotu2694	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Pleosporales_fam_Incertae_sedis	_Pseudorobillarda	_Pseudorobillarda_phragmitis	1
Zotu2695	Fungi							1
Zotu2696	Fungi	_Ascomycota						0.731137393
Zotu2697	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Helotiaceae	_Tympanis	_unidentified	0.980299615
Zotu2698	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Trichomeriaceae	_Knufia	_Knufia_tsunedae	0.875359963
Zotu2699	Fungi	_Ascomycota	_Dothideomycetes	_Capnodiales	_unidentified	_unidentified	_unidentified	0.971141153
Zotu2700	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Helotiaceae	_Tetracladium	_unidentified	0.840080369
Zotu2701	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Clavariaceae	_Camarophyllopsis	_Camarophyllopsis_schulzeri	0.848319331
Zotu2702	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Bionectriaceae	_Bionectria	_Bionectria_rossmaniae	0.999941821
Zotu2703	Fungi	_Ascomycota	_Dothideomycetes	_Hysteriales	_unidentified	_unidentified	_unidentified	0.999921603
Zotu2704	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Hygrophoraceae	_Hygrocybe	_Hygrocybe_acutoconica	0.999309047
Zotu2705	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Clavariaceae	_unidentified	_unidentified	0.998421937
Zotu2706	Fungi	_Basidiomycota	_Agaricomycetes	_Phallales	_Phallaceae	_Phallus	_Phallus_rugulosus	0.999983108
Zotu2707	Fungi							1
Zotu2708	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Stachybotryaceae	_unidentified	_unidentified	0.987670705
Zotu2709	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.828763802
Zotu2710	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Periconiaceae	_Periconia	_Periconia_cookei	0.999997519
Zotu2711	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.740470409
Zotu2712	Fungi	_Ascomycota						0.709798107
Zotu2713	Fungi	_Ascomycota	_Pezizomycetes	_Pezizales	_Ascobolaceae	_unidentified	_unidentified	0.842419515
Zotu2714	Fungi							1
Zotu2715	Fungi	_Ascomycota	_Sordariomycetes	_Coniochaetales	_Coniochaetaceae	_Coniochaeta	_Coniochaeta_fasciculata	0.991373844
Zotu2716	Fungi	_Ascomycota						0.786530755
Zotu2717	Fungi	_Ascomycota	_Orbiliomycetes	_Orbiliales	_Orbiliaceae	_Dactylaria	_Dactylaria_dimorphospora	0.943450691
