"Bin","BinRA","TopTaxonID","TopTaxonRAinBin","TopTaxon.kingdom","TopTaxon.phylum","TopTaxon.class","TopTaxon.order","TopTaxon.family","TopTaxon.genus","TopTaxon.species","TopTaxon.Confidence","kingdom.maxNamed","kingdom.maxNamed.Percent","phylum.maxNamed","phylum.maxNamed.Percent","class.maxNamed","class.maxNamed.Percent","order.maxNamed","order.maxNamed.Percent","family.maxNamed","family.maxNamed.Percent","genus.maxNamed","genus.maxNamed.Percent","species.maxNamed","species.maxNamed.Percent","Confidence.maxNamed","Confidence.maxNamed.Percent"
"Bin384",0.00470036818558562,"Zotu269",0.0821756573212482,"Bacteria","_Actinobacteria","_Rubrobacteria","_Rubrobacterales","_Rubrobacteriaceae","_Rubrobacter","","1.0000000","Bacteria",1,"_Actinobacteria",1,"_Rubrobacteria",1,"_Rubrobacterales",1,"_Rubrobacteriaceae",1,"_Rubrobacter",1,"",0.7256288297672,"1.0000000",0.7256288297672
"Bin385",0.00084208764058751,"Zotu987",0.162955744154421,"Bacteria","_Actinobacteria","_Thermoleophilia","_Gaiellales","_uncultured","Ambiguous_taxa","_","0.8369196","Bacteria",1,"_Actinobacteria",1,"_Thermoleophilia",1,"_Gaiellales",1,"_uncultured",1,"Ambiguous_taxa",0.264626276326782,"_",0.837243950419756,"0.8369196",0.162955744154421
"Bin386",0.00175598522333053,"Zotu509",0.145757226400446,"Bacteria","_Actinobacteria","_Thermoleophilia","_Solirubrobacterales","_Solirubrobacteraceae","_Conexibacter","","0.9993836","Bacteria",1,"_Actinobacteria",1,"_Thermoleophilia",1,"_Solirubrobacterales",1,"_Solirubrobacteraceae",0.976754538382713,"_Conexibacter",0.483657555047763,"",0.488653958090015,"0.9993836",0.145757226400446
"Bin387",0.00104486897013464,"Zotu927",0.137386310312877,"Bacteria","_Actinobacteria","_Thermoleophilia","_Solirubrobacterales","_Solirubrobacteraceae","_Conexibacter","","0.9823509","Bacteria",1,"_Actinobacteria",1,"_Thermoleophilia",1,"_Solirubrobacterales",1,"_Solirubrobacteraceae",1,"_Conexibacter",0.901714031177228,"",0.702866976404862,"0.9823509",0.137386310312877
"Bin388",0.000489202713438884,"Zotu4491",0.0782819070336189,"Bacteria","_Actinobacteria","_Thermoleophilia","_Solirubrobacterales","_Solirubrobacteraceae","_Solirubrobacter","_uncultured bacterium","0.7616913","Bacteria",1,"_Actinobacteria",1,"_Thermoleophilia",1,"_Solirubrobacterales",1,"_Solirubrobacteraceae",1,"_Solirubrobacter",0.996053610455975,"_uncultured bacterium",0.817461027022785,"0.7616913",0.0782819070336189
"Bin389",0.00534291832272979,"Zotu110",0.128473503166631,"Bacteria","_Actinobacteria","_Thermoleophilia","_Solirubrobacterales","_Solirubrobacteraceae","_Solirubrobacter","","0.9999995","Bacteria",1,"_Actinobacteria",1,"_Thermoleophilia",1,"_Solirubrobacterales",1,"_Solirubrobacteraceae",1,"_Solirubrobacter",0.999011611404338,"",0.834023627213651,"0.9999995",0.128473503166631
"Bin390",0.00160227347169743,"Zotu683",0.137756805526369,"Bacteria","_Actinobacteria","_Thermoleophilia","_Solirubrobacterales","_67-14","","","0.9999848","Bacteria",1,"_Actinobacteria",1,"_Thermoleophilia",1,"_Solirubrobacterales",1,"_67-14",0.534700626241411,"",0.671964781769219,"",0.894926427675432,"0.9999848",0.137756805526369
"Bin391",0.00160178276937357,"Zotu1477",0.0566889571668701,"Bacteria","_Actinobacteria","_Thermoleophilia","_uncultured","_uncultured bacterium","_","_","0.9999999","Bacteria",1,"_Actinobacteria",1,"_Thermoleophilia",1,"_uncultured",0.580150736346395,"_uncultured bacterium",0.580150736346395,"_",0.580150736346395,"_",0.793245130091827,"0.9999999",0.0846453889471989
"Bin392",0.000884294915424825,"Zotu1676",0.112897975579584,"Bacteria","_Actinobacteria","_Thermoleophilia","_Solirubrobacterales","_67-14","","","1.0000000","Bacteria",1,"_Actinobacteria",1,"_Thermoleophilia",1,"_Solirubrobacterales",1,"_67-14",1,"",0.626653749049118,"",0.626653749049118,"1.0000000",0.211968779603079
"Bin393",0.00121639906370792,"Zotu1442",0.0905963967501526,"Bacteria","_Actinobacteria","_Thermoleophilia","_Solirubrobacterales","_67-14","","","0.9999997","Bacteria",1,"_Actinobacteria",1,"_Thermoleophilia",1,"_Solirubrobacterales",1,"_67-14",1,"",0.578592934572335,"",0.578592934572335,"0.9999998",0.181130202838655
"Bin394",0.00212897399639397,"Zotu270",0.178779457266232,"Bacteria","_Actinobacteria","_Thermoleophilia","_Solirubrobacterales","_67-14","","","1.0000000","Bacteria",1,"_Actinobacteria",1,"_Thermoleophilia",1,"_Solirubrobacterales",1,"_67-14",1,"",0.790816539497609,"",0.790816539497609,"1.0000000",0.766980574723637
"Bin395",0.00241141204484555,"Zotu275",0.145260852075942,"Bacteria","_Actinobacteria","_Thermoleophilia","_Solirubrobacterales","_67-14","","","0.9992040","Bacteria",1,"_Actinobacteria",1,"_Thermoleophilia",1,"_Solirubrobacterales",1,"_67-14",1,"_uncultured bacterium",0.500495255378454,"_",0.563783173279989,"0.9992040",0.145260852075942
"Bin396",0.00218785850930437,"Zotu1014",0.0758586468133522,"Bacteria","_Actinobacteria","_Thermoleophilia","_Solirubrobacterales","_67-14","_uncultured actinobacterium","_","0.8221412","Bacteria",1,"_Actinobacteria",1,"_Thermoleophilia",1,"_Solirubrobacterales",1,"_67-14",0.996425060622812,"_uncultured actinobacterium",0.385736560152018,"_",0.740576995280473,"0.8221412",0.0758586468133522
"Bin397",0.00539381656142989,"Zotu63",0.174137303091579,"Bacteria","_Actinobacteria","_Thermoleophilia","_Solirubrobacterales","_67-14","_uncultured Rubrobacteria bacterium","_","0.8469803","Bacteria",1,"_Actinobacteria",1,"_Thermoleophilia",1,"_Solirubrobacterales",0.998820580393215,"_67-14",0.65140144611312,"_uncultured Rubrobacteria bacterium",0.380139736703879,"",0.475920225758497,"0.8469803",0.174137303091579
"Bin398",0.00135623653416413,"Zotu1110",0.100809960362919,"Bacteria","_Actinobacteria","_Thermoleophilia","_Solirubrobacterales","_Solirubrobacteraceae","_Conexibacter","_uncultured Conexibacteraceae bacterium","0.7186831","Bacteria",1,"_Actinobacteria",1,"_Thermoleophilia",1,"_Solirubrobacterales",1,"_Solirubrobacteraceae",0.928820944404814,"_Conexibacter",0.815385126159831,"_uncultured bacterium",0.343963215441415,"0.7186831",0.100809960362919
"Bin399",0.00185100278825263,"Zotu633",0.112435830518615,"Bacteria","_Actinobacteria","_Thermoleophilia","_Gaiellales","_Gaiellaceae","_Gaiella","Ambiguous_taxa","0.8195851","Bacteria",1,"_Actinobacteria",1,"_Thermoleophilia",1,"_Gaiellales",1,"_Gaiellaceae",0.476392818517639,"_Gaiella",0.476392818517639,"",0.70959796945517,"1.0000000",0.189917960765664
"Bin400",0.000873898543089094,"Zotu1525",0.111419452771619,"Bacteria","_Actinobacteria","_Thermoleophilia","_Gaiellales","_uncultured","_uncultured Rubrobacterales bacterium","_","0.8951797","Bacteria",1,"_Actinobacteria",1,"_Thermoleophilia",1,"_Gaiellales",1,"_uncultured",1,"_uncultured Rubrobacterales bacterium",0.537032137294439,"_",0.589592420079904,"0.8951797",0.111419452771619
"Bin401",0.00366434512515297,"Zotu618",0.0583379695959578,"Bacteria","_Actinobacteria","_Thermoleophilia","_Gaiellales","_uncultured","","","0.9999252","Bacteria",1,"_Actinobacteria",1,"_Thermoleophilia",1,"_Gaiellales",1,"_uncultured",0.980448224026807,"",0.719125553747932,"",0.719125553747932,"0.9999252",0.0583379695959578
"Bin402",0.00201595517309086,"Zotu1142",0.0653182675287501,"Bacteria","_Actinobacteria","_Thermoleophilia","_Gaiellales","_uncultured","_uncultured microorganism","_","0.9901164","Bacteria",1,"_Actinobacteria",1,"_Thermoleophilia",1,"_Gaiellales",1,"_uncultured",0.934271311826068,"",0.602876516971646,"",0.648040320387723,"0.9901164",0.0653182675287501
"Bin403",0.00181255876461065,"Zotu1266",0.0644248181553041,"Bacteria","_Actinobacteria","_Thermoleophilia","_Gaiellales","_Gaiellaceae","_Gaiella","","0.9974325","Bacteria",1,"_Actinobacteria",1,"_Thermoleophilia",1,"_Gaiellales",1,"_Gaiellaceae",0.951330792845112,"_Gaiella",0.951330792845112,"",0.661231165142984,"0.9974325",0.0644248181553041
"Bin404",0.00289259215766505,"Zotu808",0.0519949627767487,"Bacteria","_Actinobacteria","_Thermoleophilia","_Gaiellales","_uncultured","","","0.9718274","Bacteria",1,"_Actinobacteria",1,"_Thermoleophilia",1,"_Gaiellales",1,"_uncultured",0.492360373367319,"",0.571902178546338,"",0.936934073000801,"1.0000000",0.0891087836575411
"Bin405",0.00655704057971214,"Zotu115",0.0880117904359652,"Bacteria","_Actinobacteria","_Thermoleophilia","_Gaiellales","_Gaiellaceae","_Gaiella","Ambiguous_taxa","0.7493691","Bacteria",1,"_Actinobacteria",1,"_Thermoleophilia",1,"_Gaiellales",1,"_uncultured",0.502075912735185,"",0.455413522191359,"",0.629652563334373,"1.0000000",0.107331808129571
