"Method","samp1","samp2","HeS","HoS","DL","HD","DR"
"CbMPDiCbraya","L1_H0","L3_H3",0.0158556470844909,0.372159173032628,0.326930813606314,0.0369910306991359,0.248063335577431
"CbMPDiCbraya","L1_H0","L3_H4",0.00681213946815291,0.37593382671106,0.262120375660014,0.0431352699259756,0.311998388234798
"CbMPDiCbraya","L1_H0","L3_H5",0.00938592189101364,0.402600939067973,0.310858707324597,0.0518851711822301,0.225269260534186
"CbMPDiCbraya","L1_H0","L3_V1",0.00969011198769486,0.325653548206839,0.344921388884943,0.0497203797023418,0.270014571218181
"CbMPDiCbraya","L1_H0","L3_V2",0.00538580641406432,0.40579702336841,0.255017302284443,0.0637055109511433,0.270094356981939
"CbMPDiCbraya","L1_H0","L3_V3",0.00732179511314294,0.344682793764227,0.320873126942992,0.0517855930078583,0.27533669117178
"CbMPDiCbraya","L1_H0","L3_V4",0.0107410593144873,0.342913797364955,0.384032954115253,0.0449738877463979,0.217338301458907
"CbMPDiCbraya","L1_H0","L3_V5",0.0121967256054495,0.327122060641479,0.354517265116973,0.0521721990270212,0.253991749609077
"CbMPDiCbraya","L1_H0","L4_H0",0.00617857986470505,0.341261047036134,0.324716241393309,0.0479697822698331,0.279874349436019
"CbMPDiCbraya","L1_H0","L4_H1",0.00703243457520161,0.357804293548451,0.304452568890481,0.0595741376195367,0.271136565366329
"CbMPDiCbraya","L1_H0","L4_H2",0.00538473320929866,0.349311332793585,0.325461947608719,0.0697147441188577,0.250127242269539
"CbMPDiCbraya","L1_H0","L4_H3",0.00759570051598038,0.368884200381331,0.300530357802318,0.0675909794397367,0.255398761860634
"CbMPDiCbraya","L1_H0","L4_H4",0.0176076830895603,0.358289282035483,0.298012672958275,0.0522395827155652,0.273850779201117
"CbMPDiCbraya","L1_H0","L4_H5",0.0132402073758784,0.293120271789741,0.371413570272477,0.0612544516228395,0.260971498939064
"CbMPDiCbraya","L1_H0","L4_V1",0.0106244166509873,0.357217603406655,0.293709086908907,0.067025126949279,0.271423766084172
"CbMPDiCbraya","L1_H0","L4_V2",0.00451263506795593,0.344162922940732,0.330706680625463,0.0532611157685707,0.267356645597279
"CbMPDiCbraya","L1_H0","L4_V3",0.0066355118561835,0.34433560576231,0.323141854665602,0.0683577621178427,0.257529265598062
"CbMPDiCbraya","L1_H0","L4_V4",0.012014864668491,0.361677299274053,0.298218913188633,0.0461966173369452,0.281892305531878
"CbMPDiCbraya","L1_H0","L4_V5",0.0152266453230507,0.38024824175056,0.303003985615462,0.0652392192632186,0.236281908047709
"CbMPDiCbraya","L1_H0","L5_H0",0.017558632527192,0.278377729806664,0.419617429007123,0.0658675197491856,0.218578688909836
"CbMPDiCbraya","L1_H0","L5_H1",0.00378140978288715,0.344728339553015,0.365898742330888,0.0722541938880452,0.213337314445165
"CbMPDiCbraya","L1_H0","L5_H2",0.00776959612095417,0.295859438713367,0.425134199641905,0.0662050509706415,0.205031714553133
"CbMPDiCbraya","L1_H0","L5_H3",0.0109574079682029,0.404085031565195,0.310330401934499,0.0783911507614743,0.196236007770629
"CbMPDiCbraya","L1_H0","L5_H4",0.0195393789414863,0.307467973670414,0.371393019186208,0.0513074561601131,0.250292172041778
"CbMPDiCbraya","L1_H0","L5_H5",0.00539472492649419,0.370309707314982,0.298291565053458,0.0869738727917398,0.239030129913326
"CbMPDiCbraya","L1_H0","L5_V1",0.0230181378549092,0.294994557051545,0.397559230898314,0.0685330993645327,0.215894974830699
"CbMPDiCbraya","L1_H0","L5_V2",0.00734820548991091,0.343197533186309,0.346302440366398,0.0670931968410441,0.236058624116338
"CbMPDiCbraya","L1_H0","L5_V3",0.00642701490679473,0.321147186736896,0.363428598717804,0.0632693969462221,0.245727802692283
"CbMPDiCbraya","L1_H0","L5_V4",0.0259917462048214,0.304170720475391,0.393001145153802,0.0573581468250295,0.219478241340956
"CbMPDiCbraya","L1_H0","L5_V5",0.012296533111546,0.39787013830875,0.321793638712377,0.0868567243008586,0.181182965566469
"CbMPDiCbraya","L1_H0","L6_H0",0.00283125235966057,0.389829303911308,0.267463613658852,0.0676945421123812,0.272181287957798
"CbMPDiCbraya","L1_H0","L6_H1",0.00862781046592949,0.393424730106198,0.290980598196607,0.0823117213533121,0.224655139877954
"CbMPDiCbraya","L1_H0","L6_H2",0.00540733234165794,0.372681779665603,0.350632667895437,0.082700216374911,0.188578003722391
"CbMPDiCbraya","L1_H0","L6_H3",0.00459126338192088,0.402290623749379,0.25784866282343,0.0620726656014555,0.273196784443815
"CbMPDiCbraya","L1_H0","L6_H4",0.0109366038274012,0.366896402679928,0.311893408940654,0.0764421066175992,0.233831477934417
"CbMPDiCbraya","L1_H0","L6_H5",0.00876300586988975,0.387954802551863,0.284542242456179,0.0802220136226431,0.238517935499425
"CbMPDiCbraya","L1_H0","L6_V1",0.00186066084562815,0.385247064518923,0.317319163441145,0.0793848085527295,0.216188302641574
"CbMPDiCbraya","L1_H0","L6_V2",0.0105018152772054,0.426551064901463,0.246529984694758,0.0700202087980666,0.246396926328507
"CbMPDiCbraya","L1_H0","L6_V3",0.00124519264010206,0.404309184747263,0.290434616126163,0.071523012959974,0.232487993526498
"CbMPDiCbraya","L1_H0","L6_V4",0.0060445881558715,0.415373209686207,0.233038088674977,0.0831825443593773,0.262361569123567
"CbMPDiCbraya","L1_H0","L6_V5",0.00984217896637172,0.394956742960677,0.247103896095592,0.0571536116435938,0.290943570333765
"CbMPDiCbraya","L1_H0","L7_H0",0.0060269470518994,0.383284316370057,0.302933823261089,0.0632085263487999,0.244546386968155
"CbMPDiCbraya","L1_H0","L7_H1",0.0057165245935066,0.36479790762815,0.323802301684481,0.0868723836050046,0.218810882488857
"CbMPDiCbraya","L1_H0","L7_H2",0.0153988385654753,0.387877000481848,0.25741545681322,0.0855355715914693,0.253773132547987
"CbMPDiCbraya","L1_H0","L7_H3",0.001618568722449,0.37517283169614,0.351876430863886,0.0749214911615656,0.196410677555959
"CbMPDiCbraya","L1_H0","L7_H4",0.00244210195170161,0.386680195942307,0.263757483530014,0.065725538717193,0.281394679858785
"CbMPDiCbraya","L1_H0","L7_H5",0.00692778421609294,0.362994936402882,0.310360897972815,0.0614427392007793,0.258273642207431
"CbMPDiCbraya","L1_H0","L7_V1",0.0200724948764836,0.35131948932037,0.395712959546823,0.0668033478196457,0.166091708436678
"CbMPDiCbraya","L1_H0","L7_V2",0.00623792037161008,0.408620621585826,0.294299546937394,0.0909392053184916,0.199902705786678
"CbMPDiCbraya","L1_H0","L7_V3",0.00533761375542683,0.399843612872997,0.267644957858935,0.101720901215189,0.225452914297452
"CbMPDiCbraya","L1_H0","L7_V4",0.000571259581922743,0.397417050861414,0.314341830474146,0.07360011234288,0.214069746739637
"CbMPDiCbraya","L1_H0","L7_V5",0.00649083879602949,0.427581629533291,0.213073999602569,0.0929447313818027,0.259908800686308
"CbMPDiCbraya","L1_H0","L8_H0",0.0248566643847359,0.289859371395102,0.388485336814229,0.0546367623696461,0.242161865036286
"CbMPDiCbraya","L1_H0","L8_H1",0.0164206697545915,0.321677571545533,0.369265417990775,0.0740574346335086,0.218578906075592
"CbMPDiCbraya","L1_H0","L8_H2",0.00822702138199181,0.37152621577663,0.320248773161436,0.0717058577311243,0.228292131948819
"CbMPDiCbraya","L1_H0","L8_H3",0.00652147597898287,0.351392703801719,0.326615380184613,0.0749918970324303,0.240478543002255
"CbMPDiCbraya","L1_H0","L8_H4",0.0589385861165443,0.296407402432962,0.349098619879975,0.0726320152919433,0.222923376278575
"CbMPDiCbraya","L1_H0","L8_H5",0.0247959280288332,0.315706326850637,0.38504626506451,0.0469665089730062,0.227484971083013
"CbMPDiCbraya","L1_H0","L8_V1",0.00714443514929051,0.339931079834831,0.344578552764201,0.0712041155752865,0.237141816676391
"CbMPDiCbraya","L1_H0","L8_V2",0.0490127551555779,0.331713799407148,0.306228846121712,0.0914973321664869,0.221547267149075
"CbMPDiCbraya","L1_H0","L8_V3",0.0302889049905411,0.340539224678466,0.3349470160203,0.077058240830204,0.217166613480489
"CbMPDiCbraya","L1_H0","L8_V4",0.00417014894585378,0.361319161170878,0.338978208699137,0.0868673404276857,0.208665140756446
"CbMPDiCbraya","L1_H0","L8_V5",0.00635285291450316,0.366938330458081,0.315910517840222,0.0765736763732111,0.234224622413983
"CbMPDiCbraya","L1_H0","L9_H0",0.0373901815071568,0.263015867586814,0.407713713746092,0.0457913971235192,0.246088840036417
"CbMPDiCbraya","L1_H0","L9_H1",0.0507941499059815,0.300049385697921,0.395272342063272,0.0495435832924703,0.204340539040355
"CbMPDiCbraya","L1_H0","L9_H2",0.0381120181592982,0.286278109196305,0.450154598527023,0.0447907186095641,0.18066455550781
"CbMPDiCbraya","L1_H0","L9_H3",0.0378203413076928,0.310870685337985,0.38826610661049,0.0487719238373844,0.214270942906448
"CbMPDiCbraya","L1_H0","L9_H4",0.0303976936530778,0.259990891649754,0.438034336513314,0.0637370002878671,0.207840077895987
"CbMPDiCbraya","L1_H0","L9_H5",0.0327949653785135,0.243156326807954,0.461369427375473,0.068447018472143,0.194232261965917
"CbMPDiCbraya","L1_H0","L9_V1",0.0524332603214162,0.281202919042645,0.421204658735626,0.0488705418594225,0.196288620040891
"CbMPDiCbraya","L1_H0","L9_V2",0.0332516304777894,0.258291254583851,0.433289305983958,0.0393506514210246,0.235817157533377
"CbMPDiCbraya","L1_H0","L9_V3",0.0427198833827627,0.311584294884409,0.40045731068935,0.0414114681773644,0.203827042866114
"CbMPDiCbraya","L1_H0","L9_V4",0.0388488641099931,0.25462586944563,0.461936215553332,0.0422178446438606,0.202371206247184
"CbMPDiCbraya","L1_H0","L9_V5",0.045153399354522,0.257697606246592,0.441828527313759,0.0457373073882268,0.2095831596969
"CbMPDiCbraya","L1_H1","L1_H2",0.00221133828388236,0.469293539933338,0.152308716528364,0.129509328622679,0.246677076631737
"CbMPDiCbraya","L1_H1","L1_H3",0.006381512090603,0.4156151996152,0.27744607984608,0.145988467649074,0.154568740799044
"CbMPDiCbraya","L1_H1","L1_H4",0.00276873786478237,0.479197671489905,0.180453428467391,0.091444543885181,0.24613561829274
"CbMPDiCbraya","L1_H1","L1_H5",0.0107702328589693,0.379746376585752,0.35983784892401,0.0440688097667724,0.205576731864497
"CbMPDiCbraya","L1_H1","L1_V1",0.00174506196287747,0.464953168596818,0.249543518491463,0.120001608729672,0.16375664221917
"CbMPDiCbraya","L1_H1","L1_V2",0.000634358934764285,0.374368597551167,0.344818539643935,0.130911531581961,0.149266972288172
"CbMPDiCbraya","L1_H1","L1_V3",0.0104898264226052,0.364317333423512,0.325975910761992,0.153876829776921,0.14534009961497
"CbMPDiCbraya","L1_H1","L1_V4",0.00378306916221642,0.441918038138461,0.21589341249936,0.0764253172043928,0.26198016299557
"CbMPDiCbraya","L1_H1","L1_V5",0.00110302617828846,0.50334964317692,0.165400925302461,0.103315205707239,0.226831199635092
"CbMPDiCbraya","L1_H1","L10_H0",0.0379764451845451,0.331923341727459,0.365345855704276,0.0758769843948379,0.188877372988882
"CbMPDiCbraya","L1_H1","L10_H1",0.0483830066930564,0.259952187014428,0.422423140907425,0.0546118288366178,0.214629836548473
"CbMPDiCbraya","L1_H1","L10_H2",0.0423056788120071,0.323571741292545,0.397705494785431,0.0478588753536308,0.188558209756386
"CbMPDiCbraya","L1_H1","L10_H3",0.0318653694351717,0.309462641329054,0.392118165665377,0.0606027797935892,0.205951043776808
"CbMPDiCbraya","L1_H1","L10_H4",0.0563343498958829,0.322786123883724,0.388847140121493,0.0608467943553172,0.171185591743583
"CbMPDiCbraya","L1_H1","L10_H5",0.0696865996851467,0.317108898113889,0.361528399963902,0.0647498270312547,0.186926275205808
"CbMPDiCbraya","L1_H1","L10_V1",0.024961253507023,0.376555659840936,0.319874561118798,0.0754221285118021,0.20318639702144
"CbMPDiCbraya","L1_H1","L10_V2",0.0167869990494588,0.369812643219984,0.343324580177639,0.090401406392134,0.179674371160785
"CbMPDiCbraya","L1_H1","L10_V3",0.0545785837461383,0.40059416913018,0.283554518216683,0.0590520227442207,0.202220706162778
"CbMPDiCbraya","L1_H1","L10_V4",0.0136239610259677,0.3408493415169,0.313104142828558,0.0692645538036842,0.26315800082489
"CbMPDiCbraya","L1_H1","L10_V5",0.045129367684753,0.381257668897375,0.330136557066681,0.0590476130924466,0.184428793258745
"CbMPDiCbraya","L1_H1","L11_H0",0.00953218424384069,0.374585210871047,0.368718137746785,0.0744103782172601,0.172754088921067
"CbMPDiCbraya","L1_H1","L11_H1",0.00921480113854912,0.404860312331718,0.308414965253737,0.0962139241480114,0.181295997127984
"CbMPDiCbraya","L1_H1","L11_H2",0.00589075670498084,0.322057970717022,0.360813834154351,0.0676139641488779,0.243623474274767
"CbMPDiCbraya","L1_H1","L11_H3",0.00507363523633772,0.414910036419735,0.297562473677872,0.0622034909569049,0.22025036370915
"CbMPDiCbraya","L1_H1","L11_H4",0.0131425725361902,0.375001566559206,0.365294386231297,0.0593549828376149,0.187206491835693
"CbMPDiCbraya","L1_H1","L11_H5",0.0354148916079447,0.326436544044445,0.366672237463659,0.078047608376545,0.193428718507406
"CbMPDiCbraya","L1_H1","L11_V1",0.00502952933591231,0.398357606459734,0.324811568573271,0.0572662798194713,0.214535015811612
"CbMPDiCbraya","L1_H1","L11_V2",0.0269885339178561,0.37210537289218,0.356401933067537,0.0643357991450779,0.18016836097735
"CbMPDiCbraya","L1_H1","L11_V3",0.0179159400643128,0.417018736680382,0.299228275145302,0.072501931703409,0.193335116406594
"CbMPDiCbraya","L1_H1","L11_V4",0.00535496841944677,0.399353964544248,0.306901843564032,0.0845431843484836,0.203846039123789
"CbMPDiCbraya","L1_H1","L11_V5",0.0196723889538599,0.350315099717202,0.330407556806606,0.0668177477066458,0.232787206815686
"CbMPDiCbraya","L1_H1","L12_H0",0.0116414046209839,0.360622009437834,0.358173066750934,0.0459979051799903,0.223565614010258
"CbMPDiCbraya","L1_H1","L12_H1",0.015528983762463,0.351806022445021,0.361783480980742,0.0493580360974007,0.221523476714373
"CbMPDiCbraya","L1_H1","L12_H2",0.00716482964972635,0.351920315953063,0.383893125087838,0.0554318140618667,0.201589915247505
"CbMPDiCbraya","L1_H1","L12_H3",0.0590947351853823,0.367727396925702,0.276712245288227,0.0299697936047187,0.26649582899597
"CbMPDiCbraya","L1_H1","L12_H4",0.0142456064579156,0.340906138398596,0.354901631372895,0.0555892554152619,0.234357368355332
"CbMPDiCbraya","L1_H1","L12_H5",0.0138148674070029,0.363224280252789,0.355492743144955,0.0419958561979316,0.225472252997321
"CbMPDiCbraya","L1_H1","L12_V1",0.0270691182916439,0.379806685085866,0.296874359391083,0.0563801358292826,0.239869701402125
"CbMPDiCbraya","L1_H1","L12_V2",0.0598752699365739,0.348315735069334,0.331416183853779,0.0619992957273228,0.19839351541299
"CbMPDiCbraya","L1_H1","L12_V3",0.0178544846361944,0.387689895260472,0.356342623049581,0.0516994402990427,0.18641355675471
"CbMPDiCbraya","L1_H1","L12_V4",0.00808867301391348,0.39862623338175,0.315871999856301,0.0570984541751478,0.220314639572888
"CbMPDiCbraya","L1_H1","L12_V5",0.0058384407957814,0.352535354745925,0.366246748162352,0.0669755526259721,0.208403903669969
"CbMPDiCbraya","L1_H1","L2_H0",0.00826084199320872,0.346327862658585,0.35604348694828,0.0828009230152428,0.206566885384684
"CbMPDiCbraya","L1_H1","L2_H1",0.015208323030026,0.420377592583743,0.301218018309457,0.086553226293305,0.176642839783469
"CbMPDiCbraya","L1_H1","L2_H2",0.00420347837740699,0.38380966188872,0.336892526057372,0.0756220869858327,0.199472246690668
"CbMPDiCbraya","L1_H1","L2_H3",0.00223999446993459,0.363861368172745,0.349438390750966,0.0706860080704392,0.213774238535915
"CbMPDiCbraya","L1_H1","L2_H4",0.0196692483478476,0.346186350441603,0.375181051201285,0.0795691927614107,0.179394157247854
"CbMPDiCbraya","L1_H1","L2_H5",0.0111547224017812,0.310562895927602,0.398459584859585,0.0759898872369461,0.203832909574086
"CbMPDiCbraya","L1_H1","L2_V1",0.0118263208585976,0.370290500628193,0.33281008558951,0.0819864793300041,0.203086613593696
"CbMPDiCbraya","L1_H1","L2_V2",0.0563850670548249,0.382955614730014,0.302148748525761,0.0819037210243902,0.176606848665009
"CbMPDiCbraya","L1_H1","L2_V3",0.00848038496418843,0.38193313893,0.325107924785122,0.0774276293702081,0.207050921950481
"CbMPDiCbraya","L1_H1","L2_V4",0.0041007595908898,0.397009758131878,0.335862232152794,0.0873750901639645,0.175652159960473
"CbMPDiCbraya","L1_H1","L2_V5",0.00326188320899115,0.356825209576906,0.326907036039292,0.0827277441592611,0.23027812701555
"CbMPDiCbraya","L1_H1","L3_H0",0.00501707396712635,0.322911007840985,0.363374092502613,0.0601078318587122,0.248589993830563
"CbMPDiCbraya","L1_H1","L3_H1",0.00821493111130512,0.361608802426382,0.352519925824611,0.0690001542356604,0.208656186402041
"CbMPDiCbraya","L1_H1","L3_H2",0.015211670285234,0.359993709859054,0.307525239750368,0.0821088776599715,0.235160502445373
"CbMPDiCbraya","L1_H1","L3_H3",0.0103211103442988,0.318578084502722,0.36874902231424,0.0524089665925415,0.249942816246198
"CbMPDiCbraya","L1_H1","L3_H4",0.00554092125234751,0.380065058784184,0.270508129132258,0.0629418586478351,0.280944032183376
"CbMPDiCbraya","L1_H1","L3_H5",0.00532832063250526,0.369963271862131,0.351120651828235,0.0881101876341034,0.185477568043026
"CbMPDiCbraya","L1_H1","L3_V1",0.0068431127744897,0.287609917088958,0.361020387992728,0.0705503761943445,0.27397620594948
"CbMPDiCbraya","L1_H1","L3_V2",0.0026532895357016,0.405547013567114,0.245835521039541,0.0734205921381801,0.272543583719463
"CbMPDiCbraya","L1_H1","L3_V3",0.00605224358355692,0.301581946776819,0.357405225806037,0.0762675558643941,0.258693027969193
"CbMPDiCbraya","L1_H1","L3_V4",0.00789764654045452,0.329077757021597,0.416545338416777,0.069408967398231,0.17707029062294
"CbMPDiCbraya","L1_H1","L3_V5",0.00783493457639401,0.329187812882732,0.384680115649385,0.0643250107600616,0.213972126131428
"CbMPDiCbraya","L1_H1","L4_H0",0.00750948313825147,0.324655217002275,0.309103850868262,0.0725491889587313,0.286182260032481
"CbMPDiCbraya","L1_H1","L4_H1",0.00585849446861624,0.382228129223284,0.26124051169469,0.0724314033266665,0.278241461286743
"CbMPDiCbraya","L1_H1","L4_H2",0.00391030839347671,0.391538471209758,0.281887595352942,0.0917408237527049,0.230922801291118
"CbMPDiCbraya","L1_H1","L4_H3",0.00463707176719042,0.367213049454403,0.280361330912909,0.075491156233595,0.272297391631903
"CbMPDiCbraya","L1_H1","L4_H4",0.0054913618503006,0.320616998120401,0.333279550022545,0.0552609779946576,0.285351112012096
"CbMPDiCbraya","L1_H1","L4_H5",0.00980588743421031,0.365166527942352,0.282032047885578,0.0894458178793805,0.253549718858479
"CbMPDiCbraya","L1_H1","L4_V1",0.0221144522662355,0.387005212881798,0.248364978284717,0.0703192787928302,0.272196077774419
"CbMPDiCbraya","L1_H1","L4_V2",0.00412278056103773,0.369741571782805,0.274370554796485,0.0758657152978088,0.275899377561864
"CbMPDiCbraya","L1_H1","L4_V3",0.0034437557400371,0.394049713973576,0.262313153613897,0.0870488211789611,0.253144555493528
"CbMPDiCbraya","L1_H1","L4_V4",0.0055798725070319,0.330846886881793,0.288708385984254,0.0706922783360896,0.304172576290831
"CbMPDiCbraya","L1_H1","L4_V5",0.00459433391574077,0.394154559992792,0.271031579032045,0.0827180996785497,0.247501427380872
"CbMPDiCbraya","L1_H1","L5_H0",0.0133636936275505,0.297440755785282,0.384584204707425,0.0980178552059237,0.206593490673819
"CbMPDiCbraya","L1_H1","L5_H1",0.00633948485256419,0.389454280634196,0.325493889854271,0.0899067326831313,0.188805611975838
"CbMPDiCbraya","L1_H1","L5_H2",0.0117136780785803,0.272750286010932,0.440760985484711,0.0966711117956792,0.178103938630098
"CbMPDiCbraya","L1_H1","L5_H3",0.00861050458389421,0.404122747835554,0.294642047268421,0.0979876226274455,0.194637077684686
"CbMPDiCbraya","L1_H1","L5_H4",0.0143468494807944,0.386863487582754,0.287211521472072,0.0636691811077132,0.247908960356667
